loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_plx
644,HD 164509 b,HD 164509,b,2,1,Radial Velocity,2010,0,280.17,0.87,14.3,1.28,140.79869,0.443,Msini,0.238,,,,G5,5859,1.11,1.12,0.12,53.1119,18.7994
645,HD 164595 b,HD 164595,b,2,1,Radial Velocity,2015,0,40,0.23,4.16,0.371,16.14,0.05078,Msini,0.088,,,,G2 V,5790,1.02,0.99,0.017,28.254,35.3642
646,HD 164604 b,HD 164604,b,1,1,Radial Velocity,2009,0,641.472,1.331,13.4,1.19,635,1.99792,Msini,0.35,,,,K3.5 V,4684,0.77,0.77,-0.588,39.3633,25.3757
647,HD 164922 b,HD 164922,b,1,4,Radial Velocity,2005,0,1207,2.16,13.3,1.19,116,0.36497,Msini,0.08,0.16,159,,G9 V,5390,0.95,0.93,-0.149,22.0016,45.4222
648,HD 164922 c,HD 164922,c,1,4,Radial Velocity,2016,0,75.74,0.341,3.66,0.327,13,0.0409,Msini,0.12,6.29,400,,G9 V,5390,0.95,0.93,-0.149,22.0016,45.4222
649,HD 164922 d,HD 164922,d,1,4,Radial Velocity,2020,0,12.458,0.103,1.83,0.163,4,0.01259,Msini,0.12,,,,G9 V,5390,0.95,0.93,-0.149,22.0016,45.4222
650,HD 164922 e,HD 164922,e,1,4,Radial Velocity,2021,0,41.763,0.2292,3.23,0.288,10.52012,0.0331,Msini,0.086,,,,G9 V,5393.43,1,0.92,-0.14,22.0016,45.4222
651,HD 165155 b,HD 165155,b,1,1,Radial Velocity,2016,0,434.5,1.13,13.2,1.18,918.5287,2.89,Msini,0.2,,,,G8 V,5426,0.95,1.02,-0.155,63.3574,15.7548
652,HD 1666 b,HD 1666,b,1,1,Radial Velocity,2015,0,270,0.94,12.7,1.13,2040,6.43,Msini,0.63,,,,F7 V,6317,1.93,1.5,0.73,117.908,8.45266
653,HD 166724 b,HD 166724,b,1,1,Radial Velocity,2012,0,5144,5.42,13.1,1.16,1121.89,3.53,Msini,0.734,,,,K0 IV-V,5127,0.8,0.81,-0.509,45.1342,22.1273
654,HD 167042 b,HD 167042,b,1,1,Radial Velocity,2007,0,420.77,1.32,13.5,1.2,540.29,1.7,Msini,0.089,,,,K1 IV,5010,4.3,1.72,1.023,49.6633,20.1069
655,HD 168009 b,HD 168009,b,1,1,Radial Velocity,2021,0,15.1479,0.1192,3.05,0.272,9.53485,0.03,Msini,0.12,,,,G2V,5778.33,1.21,0.99,0.15,23.3032,42.8836
656,HD 168443 b,HD 168443,b,1,2,Radial Velocity,1998,0,58.11247,0.2931,12.6,1.13,2434.157,7.659,Msini,0.52883,,,,G5,5491,1.51,0.99,0.382,39.6245,25.2084
657,HD 168443 c,HD 168443,c,1,2,Radial Velocity,2000,0,1749.83,2.8373,12.2,1.09,5464.221,17.193,Msini,0.2113,,,,G5,5491,1.51,0.99,0.382,39.6245,25.2084
658,HD 168746 b,HD 168746,b,1,1,Radial Velocity,2002,0,6.404,0.07,11.1,0.993,85.8141,0.27,Msini,0.11,,900,,G5,5570,1.09,1.07,0.041,41.5681,24.0282
659,HD 1690 b,HD 1690,b,1,1,Radial Velocity,2010,0,533,1.36,12.5,1.12,2793.7257,8.79,Msini,0.64,,,,K1 III,4374,21.66,1.86,1.52,752.615,1.29976
660,HD 169830 b,HD 169830,b,1,2,Radial Velocity,2000,0,225.62,0.81,13.2,1.18,915.31,2.88,Msini,0.31,,345,,F8 V,6299,1.94,1.4,0.662,37.6048,26.5642
661,HD 169830 c,HD 169830,c,1,2,Radial Velocity,2003,0,2102,3.6,13,1.16,1283.98,4.04,Msini,0.33,,,,F8 V,6299,1.94,1.4,0.662,37.6048,26.5642
662,HD 170469 b,HD 170469,b,2,1,Radial Velocity,2007,0,1145,2.24,14.1,1.25,209.7678,0.66,Msini,0.11,,,,G5 IV,5842,1.24,1.1,0.204,60.178,16.5886
663,HD 17092 b,HD 17092,b,1,1,Radial Velocity,2007,0,359.89999,1.31,12.5,1.11,3219.6179,10.13,Msini,0.17,,,,K0 III,4326,13.58,6.73,1.756,228.422,4.34989
664,HD 171028 b,HD 171028,b,1,1,Radial Velocity,2007,0,550,1.32,13.2,1.18,832.7146,2.62,Msini,0.59,,,,G0,5671,2.47,1.53,0.733,111.659,8.92738
665,HD 171238 b,HD 171238,b,1,1,Radial Velocity,2009,0,1532,2.57,13.2,1.18,864.4976,2.72,Msini,0.234,,,,G8 V,5440,1.01,0.96,-0.09,44.8113,22.2871
666,HD 17156 b,HD 17156,b,1,1,Radial Velocity,2007,0,21.21663,0.16278,12.33,1.1,1115.5833,3.51,Mass,0.68,,883,87.82,G5,6040,1.55,1.41,0.39,78.0863,12.7776
667,HD 173416 b,HD 173416,b,1,1,Radial Velocity,2008,0,323.6,1.16,13.2,1.18,858.1,2.7,Msini,0.21,,,,G8,4683,13.5,2,1.892,132.184,7.53665
668,HD 175167 b,HD 175167,b,1,1,Radial Velocity,2009,0,1290,2.4,12.5,1.12,2850.9351,8.97,Msini,0.54,,,,G5 IV/V,5635,1.75,1.37,0.456,71.0863,14.0386
669,HD 175541 b,HD 175541,b,1,1,Radial Velocity,2007,0,298.43,0.975,14.1,1.26,190.06234,0.598,Msini,0.11,,,,G8 IV,5013,4.19,1.39,0.934,129.603,7.68775
670,HD 175607 b,HD 175607,b,1,1,Radial Velocity,2015,0,29.01,,2.94,0.263,8.98,0.02825,Msini,0.11,,,,G6 V,5392,0.7,0.71,-0.271,40.3303,24.7663
671,HD 17674 b,HD 17674,b,1,1,Radial Velocity,2017,0,623.8,1.42,13.9,1.24,276.5121,0.87,Msini,0.13,,,,G0 V,5904,1.18,0.98,0.205,44.4264,22.4803
672,HD 176986 b,HD 176986,b,1,2,Radial Velocity,2017,0,6.4898,0.06296,2.26,0.202,5.74,0.01806,Msini,0.066,83.5,,,K2.5 V,4931,0.78,0.79,-0.48,27.7843,35.9627
673,HD 176986 c,HD 176986,c,1,2,Radial Velocity,2017,0,16.8191,0.11878,2.98,0.266,9.18,0.02888,Msini,0.111,23.5,,,K2.5 V,4931,0.78,0.79,-0.48,27.7843,35.9627
674,HD 177565 b,HD 177565,b,1,1,Radial Velocity,2017,0,44.505,0.246,4,0.357,15.1,0.04751,Msini,0.0593,,,,G8V,5627,0.97,1,-0.054,16.9179,59.0802
675,HD 177830 b,HD 177830,b,2,2,Radial Velocity,1999,0,410.10001,1.14,13.5,1.2,537.1327,1.69,Msini,0.1,,,,K0,4901,3.26,1.7,0.685,62.7674,15.903
676,HD 177830 c,HD 177830,c,2,2,Radial Velocity,2010,0,110.9,0.5137,7.87,0.702,47.6725,0.15,Msini,0.3,,,,K0,4949,2.62,1.47,0.685,62.7674,15.903
677,HD 178911 B b,HD 178911 B,b,3,1,Radial Velocity,2001,0,71.484,0.34,12.6,1.12,2552.1749,8.03,Msini,0.11,,,,G5,5588,1.08,1.24,-0.043,40.9727,24.3775
678,HD 179079 b,HD 179079,b,1,1,Radial Velocity,2008,0,14.479,0.1214,5.48,0.488,25.74423,0.081,Msini,0.049,,,,G5 IV,5646,1.63,1.14,0.38,69.7116,14.3167
679,HD 179949 b,HD 179949,b,1,1,Radial Velocity,2000,0,3.092514,0.0443,13.9,1.24,291.12,0.916,Msini,0.022,,,,F8 V,6168,1.27,1.21,0.301,27.4573,36.3915
680,HD 180053 b,HD 180053,b,1,1,Radial Velocity,2018,0,213.72,0.843,13.3,1.19,697.31902,2.194,Msini,0.081,,,,K0,5131,4.06,1.75,1.099,137.043,7.26823
681,HD 18015 b,HD 18015,b,1,1,Radial Velocity,2018,0,2278,3.87,13.1,1.17,1010.6994,3.18,Msini,0.148,,,,G6 IV,5603,3.13,1.49,0.974,123.801,8.04905
682,HD 180314 b,HD 180314,b,1,1,Radial Velocity,2010,0,396.03,1.46,12.1,1.08,6397.9179,20.13,Msini,0.26,,,,K0,4924,8.13,2.2,1.643,122.362,8.14366
683,HD 180617 b,HD 180617,b,2,1,Radial Velocity,2018,0,105.911,0.343,3.53,0.315,12.214,0.03843,Msini,0.101,,,,M2.5 V,3534,0.48,0.48,-1.49,5.91059,169.159
684,HD 180902 b,HD 180902,b,2,1,Radial Velocity,2009,0,510.9,1.4,13.5,1.2,535.54355,1.685,Msini,0.107,,,,K0 III/IV,4961,4.16,1.41,0.973,104.577,9.53385
685,HD 181234 b,HD 181234,b,1,1,Radial Velocity,2019,0,7462.0575,7.52,12.6,1.12,2660.2371,8.37,Msini,0.73,,,,G5,5386,1.05,1.01,-0.099,47.7458,20.9155
686,HD 181342 b,HD 181342,b,1,1,Radial Velocity,2009,0,564.1,1.592,13.2,1.18,807.2882,2.54,Msini,0.022,,,,K0 III,4945,4.71,1.69,1.079,120.391,8.27778
687,HD 181433 b,HD 181433,b,1,3,Radial Velocity,2008,0,9.3743,0.08,2.4,0.214,6.3566,0.02,Msini,0.4,,,,K3 IV,4918,0.79,0.63,-0.456,26.8762,37.1787
688,HD 181433 c,HD 181433,c,1,3,Radial Velocity,2008,0,962,1.76,14.1,1.26,203,0.64,Msini,0.28,,,,K3 IV,4962,0.81,0.78,-0.511,26.8762,37.1787
689,HD 181433 d,HD 181433,d,1,3,Radial Velocity,2008,0,2172,3,14.2,1.27,171,0.54,Msini,0.48,,,,K3 IV,4962,0.81,0.78,-0.511,26.8762,37.1787
690,HD 181720 b,HD 181720,b,1,1,Radial Velocity,2009,0,956,1.85,14,1.25,127.132,0.4,Msini,0.26,,,,G1 V,5736,1.5,1.03,0.288,60.2046,16.5816
691,HD 183263 b,HD 183263,b,1,2,Radial Velocity,2004,0,626.51599,1.49,13,1.16,1255.4285,3.95,Msini,0.36,,,,G2 IV,5948,1.23,1.31,0.25,54.1955,18.4229
692,HD 183263 c,HD 183263,c,1,2,Radial Velocity,2008,0,3070,4.35,13,1.16,1134.61,3.57,Msini,0.239,,,,G2 IV,5867,1.29,1.06,0.25,54.1955,18.4229
693,HD 183579 b,HD 183579,b,1,1,Transit,2021,0,17.471278,0.1334,3.55,0.317,19.7,0.06198,Mass,0.28,58.1,769,89.33,G2 V,5788,0.98,1.03,0.012,57.2651,17.434
694,HD 185269 b,HD 185269,b,3,1,Radial Velocity,2006,0,6.83776,0.077,13.8,1.23,321.0083,1.01,Msini,0.229,,,,G0 IV,5923,2,1.3,0.694,51.9917,19.2049
695,HD 187085 b,HD 187085,b,1,1,Radial Velocity,2006,0,1019.74,2.1,13.9,1.24,265.70588,0.836,Msini,0.251,,,,G0 V,6117,1.27,1.19,2.13,45.8993,21.758
696,HD 187123 b,HD 187123,b,1,2,Radial Velocity,1998,0,3.0965828,0.0426,14.2,1.27,166.218,0.523,Msini,0.0103,,,,G3 V,5790,1.15,1.04,0.127,45.9548,21.7316
697,HD 187123 c,HD 187123,c,1,2,Radial Velocity,2008,0,3810,4.89,13.4,1.19,632.46,1.99,Msini,0.252,,,,G3 V,5790,1.15,1.04,0.127,45.9548,21.7316
698,HD 18742 b,HD 18742,b,1,1,Radial Velocity,2011,0,766,1.82,13.1,1.17,1080.622,3.4,Msini,0.04,,,,G8/K0 IV,4940,5.13,1.36,1.143,162.685,6.12112
699,HD 188015 b,HD 188015,b,2,1,Radial Velocity,2004,0,461.2,1.203,13.6,1.21,476.72,1.5,Msini,0.137,,,,G5 IV,5746,1.13,1.09,0.059,50.6706,19.7065
700,HD 189567 b,HD 189567,b,1,2,Radial Velocity,2021,0,14.288,0.111,2.85,0.254,8.5,0.02674,Msini,0.189,,,,G3 V,5726,1.04,0.83,0.324,17.9055,55.8197
701,HD 189567 c,HD 189567,c,1,2,Radial Velocity,2021,0,33.688,0.197,2.54,0.227,7,0.02202,Msini,0.16,,,,G3 V,5726,1.04,0.83,0.324,17.9055,55.8197
702,HD 189733 b,HD 189733,b,2,1,Radial Velocity,2005,0,2.21857567,0.03126,12.666,1.13,359.1479,1.13,Mass,0,356,1209,85.71,K2 V,5052,0.75,0.79,-0.461,19.7638,50.5685
703,HD 190007 b,HD 190007,b,1,1,Radial Velocity,2020,0,11.72,0.092,4.21,0.375,16.46,0.05179,Msini,0.14,,,,K3/4V,4610,0.79,0.77,-0.68,12.7141,78.6238
704,HD 190360 b,HD 190360,b,2,2,Radial Velocity,2003,0,2915.03687,3.97,13.5,1.21,489.4582,1.54,Msini,0.31,,,,G6 IV,5552,1.14,0.99,0.066,16.0069,62.4443
705,HD 190360 c,HD 190360,c,2,2,Radial Velocity,2005,0,17.111,0.1304,4.59,0.409,19.069,0.06,Msini,0.237,,,,G6 IV,5549,1.17,0.98,0.066,16.0069,62.4443
706,HD 190647 b,HD 190647,b,1,1,Radial Velocity,2007,0,1176.45,2.231,13.4,1.19,630.89255,1.985,Msini,0.224,,,,G5 V,5656,1.38,1.07,0.297,54.4738,18.3287
707,HD 190984 b,HD 190984,b,1,1,Radial Velocity,2009,0,4885,5.5,13.1,1.17,985.2,3.1,Msini,0.57,,,,F8 V,5988,1.53,0.91,0.43,148.187,6.71978
708,HD 191806 b,HD 191806,b,1,1,Radial Velocity,2016,0,1606.3,2.8,12.6,1.12,2707.9116,8.52,Msini,0.259,,,,K0,6010,1.4,1.14,0.348,65.6668,15.1995
709,HD 191939 b,HD 191939,b,1,3,Transit,2020,0,8.880403,0.0814,3.42,0.305,11.6,0.0364,M-R relationship,,99.07,812,88.18,G8 V,5427,0.94,0.92,-0.161,53.6089,18.6247
710,HD 191939 c,HD 191939,c,1,3,Transit,2020,0,28.58059,0.1762,3.23,0.288,10.5,0.0331,M-R relationship,,20.85,552,89.124,G8 V,5427,0.94,0.92,-0.161,53.6089,18.6247
711,HD 191939 d,HD 191939,d,1,3,Transit,2020,0,38.3561,0.215,3.16,0.282,10.1,0.0319,M-R relationship,,,499,89.49,G8 V,5427,0.94,0.92,-0.161,53.6089,18.6247
712,HD 192263 b,HD 192263,b,1,1,Radial Velocity,1999,0,24.3556,0.15,14.2,1.26,177.9848,0.56,Msini,0.05,,486,,K2 V,4976,0.74,0.66,-0.47,19.6359,50.8982
713,HD 192310 b,HD 192310,b,1,2,Radial Velocity,2011,0,74.72,0.32,4.27,0.381,16.9,0.0532,Msin(i)/sin(i),0.13,,355,90,K3V,5166,0.86,0.8,-0.415,8.79687,113.648
714,HD 192310 c,HD 192310,c,1,2,Radial Velocity,2011,0,525.8,1.18,5.25,0.469,24,0.076,Msin(i)/sin(i),0.32,,185,90,K3V,5166,0.81,0.8,-0.415,8.79687,113.648
715,HD 192699 b,HD 192699,b,1,1,Radial Velocity,2007,0,340.94,1.063,13.4,1.19,666.17168,2.096,Msini,0.082,,,,G8 IV,5041,4.41,1.38,1.009,71.8627,13.8868
716,HD 195019 b,HD 195019,b,2,1,Radial Velocity,1998,0,18.20132,0.14,13,1.16,1264.9634,3.98,Msini,0.01,,,,G3 IV-V,5751,1.48,1.21,0.333,37.6681,26.5188
717,HD 196050 b,HD 196050,b,3,1,Radial Velocity,2002,0,1378,2.51,13.1,1.17,1010.6994,3.18,Msini,0.23,,,,G4 V,5879,1.42,1.31,0.26,50.6742,19.7051
718,HD 196067 b,HD 196067,b,2,1,Radial Velocity,2012,0,3638,5.02,12.7,1.13,2192.9,6.9,Msini,0.66,,,,G1 V,6017,1.73,1.29,0.572,39.9346,25.012
719,HD 196885 A b,HD 196885 A,b,2,1,Radial Velocity,2007,0,1333,2.37,13.2,1.18,819.97,2.58,Msini,0.48,,,,F8 V,6254,1.31,1.28,0.38,34.1692,29.2372
720,HD 197037 b,HD 197037,b,2,1,Radial Velocity,2012,0,1035.7,2.07,13.9,1.24,251,0.79,Msini,0.22,,,,F7 V,6150,1.1,1.11,0.239,33.1944,30.0966
721,HD 19994 b,HD 19994,b,3,1,Radial Velocity,2003,0,466.2,1.305,13.6,1.21,435.41,1.37,Msini,0.063,,,,F8 V,6188,1.8,1.36,0.58,22.5242,44.3695
722,HD 20003 b,HD 20003,b,1,2,Radial Velocity,2019,0,11.8482,0.0974,3.43,0.306,11.66,0.0367,Msini,0.36,,,,G8 V,5494,0.92,0.88,-0.143,41.8316,23.8764
723,HD 20003 c,HD 20003,c,1,2,Radial Velocity,2019,0,33.9239,0.1964,3.89,0.347,14.44,0.0454,Msini,0.1,,,,G8 V,5494,0.92,0.88,-0.143,41.8316,23.8764
724,HD 200964 b,HD 200964,b,1,2,Radial Velocity,2010,0,606.3,1.565,13.5,1.21,508.21017,1.599,Msini,0.087,,,,G8 IV,4982,4.92,1.39,1.064,72.5922,13.7469
725,HD 200964 c,HD 200964,c,1,2,Radial Velocity,2010,0,852.5,1.96,13.7,1.22,385.84562,1.214,Msini,0.243,,,,G8 IV,4982,4.92,1.39,1.064,72.5922,13.7469
726,HD 202206 c,HD 202206,c,2,1,Radial Velocity,2004,0,1260,2.41,12.2,1.08,5689.157,17.9,Mass,0.22,,,7.7,G6 V,5766,1.04,1.07,0.035,45.9665,21.7264
727,HD 202696 b,HD 202696,b,1,2,Radial Velocity,2019,0,517.8,1.566,,,634.38868,1.996,Mass,0.011,,,90,K0 III-IV,5040,6.43,1.91,1.369,188.546,5.2754
728,HD 202696 c,HD 202696,c,1,2,Radial Velocity,2019,0,946.6,2.342,,,592.43512,1.864,Mass,0.028,,,90,K0 III-IV,5040,6.43,1.91,1.369,188.546,5.2754
729,HD 202772 A b,HD 202772 A,b,2,1,Transit,2019,0,3.308958,0.05208,17.318,1.545,323.23311,1.017,Mass,0.038,3440,2132,84.51,,6272,2.59,1.72,0.971,161.498,6.16554
730,HD 203030 b,HD 203030,b,1,1,Imaging,2006,0,,487.1,14.46,1.29,3496.11248,11,Mass,,,1040,,G8 V,5603,0.86,0.94,-0.227,39.2503,25.4488
731,HD 203473 b,HD 203473,b,1,1,Radial Velocity,2018,0,1552.9,2.73,12.6,1.12,2479.074,7.8,Msini,0.289,,,,G5,5780,1.33,1.12,0.25,72.6402,13.7379
732,HD 2039 b,HD 2039,b,1,1,Radial Velocity,2002,0,1120,2.2,12.7,1.14,1999.1507,6.29,Msini,0.71,,,,G2/G3 IV/V,5945,1.19,1.23,0.194,85.6922,11.6408
733,HD 204313 b,HD 204313,b,1,2,Radial Velocity,2010,0,1920.09998,3.07,13.1,1.17,1099.6918,3.46,Msini,0.23,,,,G5 V,5783,1.1,1.03,0.1,47.7945,20.8943
734,HD 204313 c,HD 204313,c,1,2,Radial Velocity,2015,0,34.905,0.2099,4.38,0.39,17.6,0.0553,Msini,0.155,,,,G5 V,5776,1.13,1.02,0.1,47.7945,20.8943
735,HD 204941 b,HD 204941,b,2,1,Radial Velocity,2011,0,1733,2.55,10.1,0.903,73.1009,0.23,Msini,0.37,,,,K1/2V,5026,0.78,0.58,-0.509,28.7165,34.7945
736,HD 205739 b,HD 205739,b,1,1,Radial Velocity,2008,0,279.8,0.896,13.6,1.21,435.41,1.37,Msini,0.27,,,,F7 V,6176,1.33,1.22,0.36,92.5087,10.7826
737,HD 206255 b,HD 206255,b,1,1,Radial Velocity,2019,0,96.045,0.461,6.47,0.577,34.2,0.1076,Msini,0.23,,,,G5 IV/V,5635,2.22,1.42,0.652,75.2363,13.2626
738,HD 206610 b,HD 206610,b,1,1,Radial Velocity,2009,0,673.2,1.74,13.4,1.19,647.10188,2.036,Msini,0.1,,,,K0 III,4842,6.12,1.55,1.276,147.192,6.76696
739,HD 20781 b,HD 20781,b,2,5,Radial Velocity,2019,0,5.3135,0.0529,1.21,0.108,1.93,0.0061,Msini,0.1,,,,K0 V,5256,0.83,0.7,-0.31,35.9715,27.7709
740,HD 20781 c,HD 20781,c,2,5,Radial Velocity,2019,0,13.8905,0.1004,2.17,0.193,5.33,0.0168,Msini,0.09,,,,K0 V,5256,0.83,0.7,-0.31,35.9715,27.7709
741,HD 20781 d,HD 20781,d,2,5,Radial Velocity,2019,0,29.158,0.1647,3.25,0.29,10.61,0.0334,Msini,0.11,,,,K0 V,5256,0.83,0.7,-0.31,35.9715,27.7709
742,HD 20781 e,HD 20781,e,2,5,Radial Velocity,2019,0,85.5073,0.3374,3.83,0.342,14.03,0.0442,Msini,0.06,,,,K0 V,5256,0.83,0.7,-0.31,35.9715,27.7709
743,HD 20782 b,HD 20782,b,2,5,Radial Velocity,2006,0,597.0643,1.3649,13.6,1.21,472.83,1.4878,Msini,0.95,,,,G1.5 V,5782.13,1.13,1.04,0.107,35.9864,27.7593
744,HD 207832 b,HD 207832,b,3,2,Radial Velocity,2012,0,160.07,0.586,14.2,1.26,177.9848,0.56,Msini,0.197,,,,G5 V,5726,0.89,1.05,-0.11,58.9291,16.9408
745,HD 207832 c,HD 207832,c,3,2,Radial Velocity,2012,0,1155.7,2.112,14,1.25,232.0159,0.73,Msini,0.27,,,,G5 V,5710,0.9,0.94,-0.112,58.9291,16.9408
746,HD 207897 b,HD 207897,b,1,1,Transit,2021,0,16.202159,0.1163,2.501,0.223,14.4,0.04531,Mass,0.047,26.5,632,88.757,K0 V,5070,0.78,0.8,-0.444,28.2938,35.3146
747,HD 20794 b,HD 20794,b,1,4,Radial Velocity,2011,0,18.315,0.1207,1.45,0.129,2.7,0.0085,Msin(i)/sin(i),0,,660,90,G8 V,5401,0.92,0.7,-0.163,6.00278,166.561
748,HD 20794 c,HD 20794,c,1,4,Radial Velocity,2011,0,40.114,0.2036,1.35,0.121,2.4,0.0076,Msin(i)/sin(i),0,,508,90,G8 V,5401,0.92,0.7,-0.163,6.00278,166.561
749,HD 20794 d,HD 20794,d,1,4,Radial Velocity,2011,0,90.309,0.3499,2.04,0.182,4.8,0.015,Msin(i)/sin(i),0,,388,90,G8 V,5401,0.92,0.7,-0.163,6.00278,166.561
750,HD 20794 e,HD 20794,e,1,4,Radial Velocity,2017,0,147.02,0.509,2.03,0.181,4.77,0.01501,Msini,0.29,,,,G8,5401,0.92,0.81,-0.163,6.00278,166.561
751,HD 208487 b,HD 208487,b,1,1,Radial Velocity,2004,0,130.08,0.524,14.2,1.27,165.265,0.52,Msini,0.24,,,,G2 V,6067,1.2,1.13,0.244,45.147,22.1214
752,HD 208527 b,HD 208527,b,1,1,Radial Velocity,2012,0,875.5,2.1,12.5,1.11,3146.4,9.9,Msini,0.08,,,,M1 III,4035,51.1,1.6,2.863,312.202,3.17981
753,HD 20868 b,HD 20868,b,1,1,Radial Velocity,2008,0,380.85001,0.95,13.7,1.22,397.2875,1.25,Msini,0.75,,,,K3/4 IV,4802,0.76,0.39,-0.529,47.7223,20.9257
754,HD 208897 b,HD 208897,b,1,1,Radial Velocity,2017,0,352.7,1.05,13.6,1.21,444.962,1.4,Msini,0.07,,,,K0,4860,4.98,1.25,1.09,67.4872,14.7889
755,HD 209458 b,HD 209458,b,1,1,Radial Velocity,1999,0,3.52474859,0.04707,15.581,1.39,232.0159,0.73,Mass,0,,1459,86.71,G0 V,6091,1.19,1.23,0.231,48.3016,20.6745
756,HD 210193 b,HD 210193,b,1,1,Radial Velocity,2019,0,649.918,1.487,14.3,1.27,153.1,0.4817,Msini,0.24,,,,G3 V,5790,1.06,1.04,0.056,42.2029,23.6662
757,HD 210277 b,HD 210277,b,1,1,Radial Velocity,1998,0,442.19,1.13,13.6,1.22,410.0007,1.29,Msini,0.48,,,,G0 V,5538,1.07,1.01,-0.032,21.2985,46.9229
758,HD 210702 b,HD 210702,b,1,1,Radial Velocity,2007,0,354.1,1.148,13.4,1.2,574.63664,1.808,Msini,0.028,,,,K1 III,4951,4.92,1.61,1.149,54.1963,18.4231
759,HD 211403 b,HD 211403,b,1,1,Radial Velocity,2021,0,223.8,0.768,12.8,1.14,1760.76937,5.54,Msini,0.084,3.44,380,,F7 V,6273,1.21,1.2,0.364,83.0919,12.006
760,HD 211810 b,HD 211810,b,1,1,Radial Velocity,2018,0,1558,2.656,14,1.25,212.9461,0.67,Msini,0.68,,,,G5,5652,1.13,1.03,0.07,64.6353,15.4425
761,HD 211970 b,HD 211970,b,1,1,Radial Velocity,2019,0,25.201,0.143,3.66,0.327,13,0.0409,Msini,0.15,,,,K7 V,4127,0.57,0.61,-1.065,13.1277,76.1461
762,HD 212301 b,HD 212301,b,2,1,Radial Velocity,2005,0,2.24571,0.03,14.2,1.27,162.0933,0.51,Msini,0,,,,F8 V,6239,1.16,1.55,0.243,54.2304,18.4109
763,HD 212771 b,HD 212771,b,1,1,Radial Velocity,2009,0,380.7,1.19,13.3,1.18,759.6137,2.39,Msini,0.076,,,,G8 IV,5003,5.27,1.56,1.188,111.155,8.96785
764,HD 213240 b,HD 213240,b,2,1,Radial Velocity,2001,0,882.70001,1.89,12.8,1.14,1773.4914,5.58,Msini,0.42,,,,G0/1 V,5979,1.51,1.57,0.429,40.8707,24.4385
765,HD 213472 b,HD 213472,b,1,1,Radial Velocity,2021,0,17000,13,13.1,1.17,1112.39942,3.5,Msini,0.53,,,,,5729.54,1.43,1.05,0.285,64.4527,15.4864
766,HD 213885 b,HD 213885,b,1,2,Transit,2019,0,1.008035,0.02012,1.745,0.156,8.83,0.02778,Mass,0,3254.39,2128,80.09,G,5978,1.1,1.07,0.139,48.0883,20.7663
767,HD 213885 c,HD 213885,c,1,2,Radial Velocity,2019,0,4.78503,0.056798,4.71,0.42,19.95,0.06277,Msini,0,,1265,,G,5978,1.1,1.07,0.139,48.0883,20.7663
768,HD 21411 b,HD 21411,b,1,1,Radial Velocity,2019,0,84.288,0.362,9.52,0.85,65.9,0.20734,Msini,0.4,,,,G8 V,5605,0.83,0.89,-0.266,29.1328,34.2966
769,HD 214823 b,HD 214823,b,2,1,Radial Velocity,2016,0,1854.4,3.23,12.1,1.08,6451.949,20.3,Msini,0.1641,,,,G0,5933,2.04,1.31,0.67,101.368,9.8365
770,HD 215152 b,HD 215152,b,1,4,Radial Velocity,2018,0,5.75999,0.057638,1.19,0.106,1.819,0.00572,Msini,0,,,,K3 V,4935,0.73,0.77,-0.523,21.5974,46.2733
771,HD 215152 c,HD 215152,c,1,4,Radial Velocity,2018,0,7.28243,0.067393,1.17,0.105,1.72,0.00541,Msini,0,,,,K3 V,4935,0.73,0.77,-0.523,21.5974,46.2733
772,HD 215152 d,HD 215152,d,1,4,Radial Velocity,2018,0,10.86499,0.08799,1.48,0.132,2.801,0.00881,Msini,0,,,,K3 V,4935,0.73,0.77,-0.523,21.5974,46.2733
773,HD 215152 e,HD 215152,e,1,4,Radial Velocity,2018,0,25.1967,0.15417,1.51,0.134,2.877,0.00905,Msini,0,,,,K3 V,4935,0.73,0.77,-0.523,21.5974,46.2733
774,HD 215497 b,HD 215497,b,1,2,Radial Velocity,2009,0,3.93404,0.05,2.4,0.214,6.3566,0.02,Msini,0.16,,,,K3 V,5110,0.85,0.67,-0.41,40.5468,24.6339
775,HD 215497 c,HD 215497,c,1,2,Radial Velocity,2009,0,567.94,1.282,12.5,1.11,104.3,0.33,Msini,0.49,,,,K3 V,5113,0.9,0.87,-0.41,40.5468,24.6339
776,HD 216435 b,HD 216435,b,1,1,Radial Velocity,2002,0,1311,2.56,13.7,1.22,400.4,1.26,Msini,0.07,,,,G0 V,5999,1.8,1.3,0.557,32.9834,30.2896
777,HD 216437 b,HD 216437,b,1,1,Radial Velocity,2002,0,1334.28,2.497,13.3,1.19,706.53609,2.223,Msini,0.317,,,,G2/3IV,5909,1.39,1.17,0.35,26.6902,37.438
778,HD 216520 b,HD 216520,b,1,2,Radial Velocity,2020,0,35.45,0.198,3.18,0.284,10.26,0.03228,Msini,0.09,,,,K2,5103,0.76,0.82,-0.452,19.552,51.1167
