loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_plx
3890,Kepler-650 b,Kepler-650,b,1,1,Transit,2016,0,3.03214559,0.0421,2.96,0.264,9.06,0.0285,M-R relationship,0,1218.88,1507,76.77,,5849,1.35,1.08,0.284,884.378,0.4514727
3891,Kepler-651 b,Kepler-651,b,1,1,Transit,2016,0,21.38521506,0.1409,2.37,0.211,6.21,0.0195,M-R relationship,0,27.22,574,89.16,,5522,0.87,0.92,-0.253,509.408,1.93419
3892,Kepler-652 b,Kepler-652,b,1,1,Transit,2016,0,4.18200253,0.0503,2.49,0.222,6.76,0.0213,M-R relationship,0,211.88,974,89.94,,5490,0.88,0.97,-0.27,394.55,2.50564
3893,Kepler-653 b,Kepler-653,b,1,2,Transit,2016,0,14.70748976,0.1197,1.95,0.174,4.46,0.014,M-R relationship,0,90.38,819,89.8,,5665,1.19,1.02,0.119,595.634,1.65
3894,Kepler-653 c,Kepler-653,c,1,2,Transit,2016,0,0.90037648,0.0186,0.78,0.07,0.399,0.00126,M-R relationship,0,3743.28,2078,89.04,,5665,1.19,1.02,0.119,595.634,1.65
3895,Kepler-654 b,Kepler-654,b,1,1,Transit,2016,0,13.72465129,0.1116,2.07,0.185,4.94,0.0155,M-R relationship,0,229.31,831,85.87,,5865,1.11,1.04,0.462,974.124,0.997899
3896,Kepler-655 b,Kepler-655,b,1,1,Transit,2016,0,46.4063358,0.2559,2.71,0.242,7.8,0.0245,M-R relationship,0,28.77,588,89.98,,6170,1.24,1.15,0.324,752.562,1.30007
3897,Kepler-656 b,Kepler-656,b,1,1,Transit,2016,0,1.26025909,0.0232,3.12,0.278,9.91,0.0312,M-R relationship,0,924.37,1569,77.17,,5281,0.82,0.86,-0.299,890.352,1.09472
3898,Kepler-657 b,Kepler-657,b,1,1,Transit,2016,0,24.54350418,0.1654,3.52,0.314,12.2,0.0383,M-R relationship,0,34.07,616,89.91,,5808,1.01,1.01,0.279,1691.88,0.562187
3899,Kepler-658 b,Kepler-658,b,1,1,Transit,2016,0,1.28707676,0.0188,1.63,0.145,3.29,0.0104,M-R relationship,0,223.75,871,89.98,,4103,0.6,0.63,-0.899,388.384,2.54642
3900,Kepler-659 b,Kepler-659,b,1,1,Transit,2016,0,17.671796,0.1204,2.5,0.223,6.8,0.0214,M-R relationship,0,21.31,513,87.81,,4870,0.74,0.79,-0.526,722.64,1.35546
3901,Kepler-66 b,Kepler-66,b,1,1,Transit,2013,0,17.815815,0.1352,2.8,0.25,8.25,0.0259,M-R relationship,0,62.84,699,87.08,G0 V,5962,0.97,1.04,0.051,1202.96,0.802988
3902,Kepler-660 b,Kepler-660,b,1,1,Transit,2016,0,9.27358194,0.0759,2.57,0.229,7.13,0.0224,M-R relationship,0,44.09,649,88.93,,4779,0.71,0.75,-0.626,568.431,1.73079
3903,Kepler-661 b,Kepler-661,b,1,1,Transit,2016,0,6.02930132,0.0585,3.07,0.274,9.64,0.0303,M-R relationship,0,45.53,678,89.5,,4483,0.67,0.7,-0.814,534.788,1.84175
3904,Kepler-662 b,Kepler-662,b,1,1,Transit,2016,0,21.67697486,0.1408,2.18,0.194,5.39,0.017,M-R relationship,0,23.82,530,87.91,,4897,0.74,0.79,-0.356,815.637,1.19793
3905,Kepler-663 b,Kepler-663,b,1,1,Transit,2016,0,4.99678284,0.0559,2.6,0.232,7.27,0.0229,M-R relationship,0,167.98,917,86.9,,5264,0.82,0.86,-0.313,1063.09,0.91283
3906,Kepler-664 b,Kepler-664,b,1,1,Transit,2016,0,2.52559332,0.0374,2.66,0.237,7.56,0.0238,M-R relationship,0,652.43,1406,85.41,,5754,1.02,1.01,-0.111,1210.12,0.797882
3907,Kepler-665 b,Kepler-665,b,1,1,Transit,2016,0,16.01310205,0.1148,2.6,0.232,7.27,0.0229,M-R relationship,0,20.72,593,88.14,,4913,0.74,0.79,-0.595,612.838,1.60366
3908,Kepler-666 b,Kepler-666,b,1,1,Transit,2016,0,4.49876092,0.0542,2.4,0.214,6.35,0.02,M-R relationship,0,575.64,1133,88,,5887,1.05,1.03,0.182,1508.71,0.634662
3909,Kepler-667 b,Kepler-667,b,1,1,Transit,2016,0,41.43962808,0.2288,4.73,0.422,20.1,0.0632,M-R relationship,0,71.82,516,89.31,,5327,0.87,0.91,0.557,2302.45,0.405112
3910,Kepler-668 b,Kepler-668,b,1,1,Transit,2016,0,8.35390639,0.0768,2.7,0.241,7.75,0.0244,M-R relationship,0,77.62,790,89.95,,5352,0.82,0.87,-0.396,784.618,1.24609
3911,Kepler-669 b,Kepler-669,b,1,1,Transit,2016,0,4.12554687,0.0529,4.83,0.431,20.8,0.0655,M-R relationship,0,826.76,1243,85.95,,6038,1.2,1.15,0.358,2063.41,0.454876
3912,Kepler-67 b,Kepler-67,b,1,1,Transit,2013,0,15.7259,0.1171,2.94,0.262,8.96,0.0282,M-R relationship,0,34.2,602,89.78,G9 V,5331,0.78,0.86,-0.376,1131.19,0.857968
3913,Kepler-670 b,Kepler-670,b,1,1,Transit,2016,0,2.81650485,0.0383,13.18,1.176,,,Msini,0,528.22,1219,89.37,,5709,0.99,0.99,-0.1,939.744,1.03558
3914,Kepler-671 b,Kepler-671,b,1,1,Transit,2016,0,4.28095859,0.0503,2.69,0.24,7.7,0.0242,M-R relationship,0,331.44,1012,87.72,,5624,0.95,0.97,-0.081,1168.26,0.827859
3915,Kepler-672 b,Kepler-672,b,1,1,Transit,2016,0,38.3774623,0.2163,2.5,0.223,6.8,0.0214,M-R relationship,0,16.36,529,89.44,,5627,0.92,0.95,-0.112,1033.93,0.938519
3916,Kepler-673 b,Kepler-673,b,1,1,Transit,2016,0,3.72873109,0.0455,6.54,0.583,34.8,0.11,M-R relationship,0,253.46,1023,86.7,,5355,0.84,0.88,-0.344,918.21,1.06061
3917,Kepler-674 b,Kepler-674,b,1,1,Transit,2016,0,2.24338185,0.028,1.69,0.151,3.5,0.011,M-R relationship,0,146.51,822,82.88,,4192,0.57,0.6,-0.907,342.254,2.89322
3918,Kepler-675 b,Kepler-675,b,1,1,Transit,2016,0,2.33743801,0.0325,2.44,0.218,6.53,0.0205,M-R relationship,0,308.55,1070,88.19,,4945,0.75,0.79,-0.507,665.68,1.47401
3919,Kepler-676 b,Kepler-676,b,1,1,Transit,2016,0,11.59822172,0.0798,3.04,0.271,9.48,0.0298,M-R relationship,0,8.24,396,88.62,,3701,0.49,0.51,-1.295,295.196,3.3591
3920,Kepler-677 b,Kepler-677,b,1,1,Transit,2016,0,6.57531678,0.067,5.38,0.48,25,0.0786,M-R relationship,0,683.27,1015,88.03,,5723,0.99,1,0.39,1954.08,0.48221
3921,Kepler-678 b,Kepler-678,b,1,1,Transit,2016,0,7.27503724,0.0732,5.14,0.459,23.1,0.0728,M-R relationship,0,113.64,833,85.29,,5520,0.91,0.94,0.449,1826.15,0.518784
3922,Kepler-679 b,Kepler-679,b,1,1,Transit,2016,0,12.39358604,0.0983,3.01,0.269,9.32,0.0293,M-R relationship,0,56,677,86.13,,5403,0.84,0.87,-0.348,922.244,1.05616
3923,Kepler-68 b,Kepler-68,b,2,3,Transit,2013,0,5.3988,0.0617,2.354,0.21,7.65,0.02407,Mass,0,439.92,1280,87.6,,5875.23,1.26,1.06,0.231,144.166,6.90758
3924,Kepler-68 c,Kepler-68,c,2,3,Transit,2013,0,9.6051,0.09059,0.92,0.089,2.04,0.00642,Mass,0,204.48,941,86.93,,5875.23,1.26,1.06,0.231,144.166,6.90758
3925,Kepler-68 d,Kepler-68,d,2,3,Radial Velocity,2013,0,634.6,1.4,13.9,1.24,267,0.84007,Mass,0.112,,,,,5875.23,1.26,1.06,0.231,144.166,6.90758
3926,Kepler-680 b,Kepler-680,b,1,1,Transit,2016,0,3.68992629,0.0469,2.42,0.216,6.44,0.0203,M-R relationship,0,706.62,1147,89.19,,5890,1.11,1.08,0.197,1492.48,0.641207
3927,Kepler-681 b,Kepler-681,b,1,1,Transit,2016,0,26.39435646,0.1635,3.08,0.275,9.69,0.0305,M-R relationship,0,14.15,489,89.28,,5021,0.76,0.8,-0.457,686.923,1.42719
3928,Kepler-682 b,Kepler-682,b,1,1,Transit,2016,0,12.61190667,0.1058,7.37,0.658,42.6,0.134,M-R relationship,0,306.1,753,88.17,,5559,0.89,0.92,0.48,1979.25,0.475647
3929,Kepler-683 b,Kepler-683,b,1,1,Transit,2016,0,2.53918318,0.0355,1.97,0.176,4.54,0.0143,M-R relationship,0,702.28,1332,88.28,,5703,0.95,0.96,-0.041,1023.07,0.949519
3930,Kepler-684 b,Kepler-684,b,1,1,Transit,2016,0,6.77030201,0.064,3.36,0.3,11.2,0.0354,M-R relationship,0,102.87,812,86.84,,5493,0.86,0.89,0.209,1731.27,0.549575
3931,Kepler-685 b,Kepler-685,b,1,1,Transit,2016,0,1.6255222,0.0265,10.58,0.944,78.8,0.248,M-R relationship,0,1137.12,1579,89.22,,5963,1.16,1.11,-0.051,938.715,1.038
3932,Kepler-686 b,Kepler-686,b,1,1,Transit,2016,0,1.59474546,0.0258,12.15,1.084,,,Msini,0,2132.9,1539,85.25,,5649,0.92,0.94,0.108,1490.94,0.642082
3933,Kepler-687 b,Kepler-687,b,1,1,Transit,2016,0,20.50586978,0.1326,3.52,0.314,12.2,0.0383,M-R relationship,0,15.65,518,89.62,,4841,0.73,0.77,-0.567,633.66,1.54984
3934,Kepler-688 b,Kepler-688,b,1,1,Transit,2016,0,3.89593684,0.046,9.76,0.871,68.7,0.216,M-R relationship,0,458.91,1005,87.56,,5715,0.96,0.98,-0.024,1357.75,0.709307
3935,Kepler-689 b,Kepler-689,b,1,1,Transit,2016,0,22.36656079,0.1449,2.89,0.258,8.7,0.0274,M-R relationship,0,35.34,536,89.26,,5518,0.88,0.91,-0.153,1131.73,0.856861
3936,Kepler-69 b,Kepler-69,b,1,2,Transit,2013,0,13.722341,0.094,2.24,0.2,5.65,0.0178,M-R relationship,0.16,123.52,779,89.62,G4 V,5638,0.93,0.81,-0.097,730.625,1.33989
3937,Kepler-69 c,Kepler-69,c,1,2,Transit,2013,0,242.4613,0.64,1.71,0.153,3.57,0.0112,M-R relationship,0.14,2.69,299,89.85,G4 V,5638,0.93,0.81,-0.097,730.625,1.33989
3938,Kepler-690 b,Kepler-690,b,1,1,Transit,2016,0,7.74809437,0.081,5.95,0.531,29.6,0.0933,M-R relationship,0,225.7,964,88.02,,5913,1.16,1.11,0.141,1665.31,0.57419
3939,Kepler-691 b,Kepler-691,b,1,1,Transit,2016,0,8.114379,0.0649,2.09,0.186,5.02,0.0158,M-R relationship,0,12.99,460,88.61,,3715,0.5,0.53,-1.305,279.115,3.55464
3940,Kepler-692 b,Kepler-692,b,1,1,Transit,2016,0,21.81293494,0.1495,3.11,0.277,9.85,0.031,M-R relationship,0,28.5,639,89.92,,5440,0.86,0.9,-0.233,991.336,0.981381
3941,Kepler-693 b,Kepler-693,b,2,1,Transit,2016,0,15.37563332,0.1121,10.18,0.908,73.8,0.232,M-R relationship,0,31.64,600,88.73,,4881,0.72,0.76,-0.427,1151.51,0.840765
3942,Kepler-694 b,Kepler-694,b,1,1,Transit,2016,0,6.36584161,0.0659,2.8,0.25,8.25,0.0259,M-R relationship,0,206.44,914,87.92,,5700,0.95,0.97,-0.078,1023.06,0.949366
3943,Kepler-695 b,Kepler-695,b,1,1,Transit,2016,0,3.04033042,0.0374,9.21,0.822,62.3,0.196,M-R relationship,0,499.06,1021,85.95,,5181,0.8,0.84,-0.159,842.947,1.15848
3944,Kepler-696 b,Kepler-696,b,1,1,Transit,2016,0,4.19042557,0.0535,6.14,0.548,31.3,0.0984,M-R relationship,0,607.52,1234,87.52,,5903,1.08,1.06,0.151,1416.44,0.67813
3945,Kepler-697 b,Kepler-697,b,1,1,Transit,2016,0,3.70987065,0.0471,4.13,0.368,16,0.0502,M-R relationship,0,472.24,1151,89.86,,5513,0.88,0.92,-0.025,1277.33,0.754456
3946,Kepler-698 b,Kepler-698,b,1,1,Transit,2016,0,16.32976218,0.1255,3.68,0.328,13.1,0.0413,M-R relationship,0,172.56,727,86.59,,5612,0.91,0.94,0.388,1995.57,0.471886
3947,Kepler-699 b,Kepler-699,b,1,1,Transit,2016,0,27.80756293,0.1711,14.11,1.259,,,Msini,0,22.24,554,88.96,,5330,0.78,0.81,0.475,2089.7,0.452196
3948,Kepler-7 b,Kepler-7,b,1,1,Transit,2009,0,4.8854892,0.06067,18.181,1.622,140.16303,0.441,Mass,0,1375.11,1630,85.161,,5933,1.97,1.36,0.696,922.562,1.05545
3949,Kepler-700 b,Kepler-700,b,1,1,Transit,2016,0,80.8720639,0.3577,5.99,0.534,30,0.0944,M-R relationship,0,12.07,452,89.4,,5692,0.96,0.98,0.23,1491.76,0.641631
3950,Kepler-701 b,Kepler-701,b,1,1,Transit,2016,0,10.35533177,0.0895,2.84,0.253,8.45,0.0266,M-R relationship,0,75.62,777,89.93,,5343,0.84,0.88,-0.276,774.152,1.26317
3951,Kepler-702 b,Kepler-702,b,1,1,Transit,2016,0,10.52629406,0.088,9.17,0.818,61.8,0.194,M-R relationship,0,88.91,713,88.69,,5419,0.86,0.9,-0.159,992.071,0.980145
3952,Kepler-703 b,Kepler-703,b,1,1,Transit,2016,0,4.58352176,0.0535,8.2,0.732,51.1,0.161,M-R relationship,0,373.11,1038,89.81,,6185,1.27,1.18,0.067,1156.83,0.837436
3953,Kepler-704 b,Kepler-704,b,1,1,Transit,2016,0,3.76182115,0.047,2.61,0.233,7.32,0.023,M-R relationship,0,514.12,1121,75.62,,5616,0.96,0.97,0.036,1228.83,0.785395
3954,Kepler-705 b,Kepler-705,b,1,1,Transit,2016,0,56.0560538,0.232,2.11,0.188,5.1,0.016,M-R relationship,0,0.73,265,89.99,,3722,0.51,0.53,-1.385,276.881,3.58381
3955,Kepler-706 b,Kepler-706,b,1,1,Transit,2016,0,41.40831347,0.2162,13.17,1.175,,,Msini,0,15.01,453,89.68,,5394,0.84,0.87,-0.218,886.667,1.09949
3956,Kepler-707 b,Kepler-707,b,1,1,Transit,2016,0,2.23749275,0.0325,1.33,0.119,2.33,0.00733,M-R relationship,0,336.67,1160,89.23,,5099,0.76,0.8,-0.501,591.776,1.66115
3957,Kepler-708 b,Kepler-708,b,1,1,Transit,2016,0,3.16789194,0.0426,2.93,0.261,8.91,0.028,M-R relationship,0,684.76,1221,89.87,,5692,0.96,0.97,0.037,1394.22,0.689524
3958,Kepler-709 b,Kepler-709,b,1,1,Transit,2016,0,16.08524954,0.1173,2.92,0.261,8.85,0.0279,M-R relationship,0,28.22,613,87.21,,5071,0.77,0.8,-0.481,664.843,1.47578
3959,Kepler-710 b,Kepler-710,b,1,1,Transit,2016,0,4.34728553,0.0524,1.88,0.168,4.19,0.0132,M-R relationship,0,710.87,1174,89.91,,5611,0.91,0.94,0.265,1448.34,0.661901
3960,Kepler-711 b,Kepler-711,b,1,1,Transit,2016,0,23.58914398,0.1429,3.41,0.304,11.5,0.0363,M-R relationship,0,15.57,487,86.86,,5222,0.8,0.84,-0.499,624.575,1.57292
3961,Kepler-712 b,Kepler-712,b,1,2,Transit,2016,0,21.02247699,0.1378,3.41,0.304,11.5,0.0363,M-R relationship,0,15.8,521,89.95,,5148,0.78,0.84,-0.484,872.493,1.11938
3962,Kepler-712 c,Kepler-712,c,1,2,Transit,2016,0,226.89047,0.6732,4.85,0.433,21,0.0659,M-R relationship,0,0.66,236,89.76,,5148,0.78,0.84,-0.484,872.493,1.11938
3963,Kepler-713 b,Kepler-713,b,1,1,Transit,2016,0,7.411141,0.0748,2.48,0.221,6.71,0.0211,M-R relationship,0,228.28,905,87.54,,5785,0.99,0.98,0.085,1089.87,0.889572
3964,Kepler-714 b,Kepler-714,b,1,1,Transit,2016,0,8.09888799,0.0832,9.67,0.863,67.6,0.213,M-R relationship,0,484.01,986,89.93,,5995,1.12,1.09,0.46,2083.37,0.4506
3965,Kepler-715 b,Kepler-715,b,1,1,Transit,2016,0,10.00652995,0.0933,3.75,0.335,13.5,0.0426,M-R relationship,0,181.41,876,83.94,,5871,1.04,1.04,0.165,1327.44,0.724763
3966,Kepler-716 b,Kepler-716,b,1,2,Transit,2016,0,10.37168453,0.0873,2.9,0.259,8.75,0.0275,M-R relationship,0,42.49,720,88.66,,5099,0.78,0.83,-0.504,635.009,1.54618
3967,Kepler-716 c,Kepler-716,c,1,2,Transit,2020,0,3.96999,0.046,1.393,0.124,2.52,0.00793,M-R relationship,0,229.37,992,86.81,,5012,0.74,0.83,-0.504,635.009,1.54618
3968,Kepler-717 b,Kepler-717,b,1,1,Transit,2016,0,4.40840023,0.052,2.42,0.216,6.44,0.0203,M-R relationship,0,398,1139,74.9,,5485,0.85,0.88,0.604,2805.48,0.326221
3969,Kepler-718 b,Kepler-718,b,1,1,Transit,2016,0,2.0523499,0.0322,16.56,1.477,41600,131,M-R relationship,0,1324.2,1497,86.76,,6191,1.3,1.18,0.134,1302.33,0.740122
3970,Kepler-719 b,Kepler-719,b,1,1,Transit,2016,0,5.00731778,0.0556,8.52,0.76,54.5,0.172,M-R relationship,0,234.28,998,87.87,,5777,0.98,0.99,0.448,2497.51,0.372623
3971,Kepler-720 b,Kepler-720,b,1,1,Transit,2016,0,4.70832654,0.0539,8.41,0.75,53.4,0.168,M-R relationship,0,384.56,1162,89.71,,5618,0.92,0.95,0.032,1065.37,0.91115
3972,Kepler-721 b,Kepler-721,b,1,1,Transit,2016,0,5.39202539,0.0583,2.64,0.236,7.46,0.0235,M-R relationship,0,138.75,850,88.67,,5075,0.78,0.82,-0.362,926.598,1.0515
3973,Kepler-722 b,Kepler-722,b,1,2,Transit,2016,0,4.09357325,0.0514,2.63,0.235,7.41,0.0233,M-R relationship,0,414.6,1182,79.95,,5863,1.05,1.03,-0.039,1239.5,0.778495
3974,Kepler-722 c,Kepler-722,c,1,2,Transit,2016,0,105.144749,0.4471,2.82,0.252,8.35,0.0263,M-R relationship,0,5.48,401,88.39,,5863,1.05,1.03,-0.039,1239.5,0.778495
3975,Kepler-723 b,Kepler-723,b,1,1,Transit,2016,0,4.08227507,0.0479,12.19,1.088,,,Msini,0,251.48,1016,89.51,,5539,0.89,0.92,-0.172,1071.8,0.7263755
3976,Kepler-724 b,Kepler-724,b,1,1,Transit,2016,0,3.31494634,0.0433,3.29,0.294,10.8,0.0341,M-R relationship,0,339.4,1155,85.11,,5437,0.86,0.9,-0.223,853.119,1.14399
3977,Kepler-725 b,Kepler-725,b,1,1,Transit,2016,0,39.64317811,0.215,10.63,0.948,79.4,0.25,M-R relationship,0,10.97,472,89.93,,5363,0.84,0.88,-0.313,758.469,1.28991
3978,Kepler-726 b,Kepler-726,b,1,1,Transit,2016,0,21.80451088,0.1406,3.26,0.291,10.7,0.0336,M-R relationship,0,25.3,543,88.76,,5452,0.85,0.88,-0.319,762.081,1.28374
3979,Kepler-727 b,Kepler-727,b,1,1,Transit,2016,0,5.15448442,0.0546,2.53,0.226,6.94,0.0218,M-R relationship,0,176.69,964,80.1,,5441,0.86,0.89,-0.317,831.842,1.17409
3980,Kepler-728 b,Kepler-728,b,1,1,Transit,2016,0,5.74347727,0.0625,3.34,0.298,11.1,0.035,M-R relationship,0,484.51,982,90,,5660,0.93,0.95,0.227,1765.23,0.537709
3981,Kepler-729 b,Kepler-729,b,1,1,Transit,2016,0,3.16635371,0.0432,3.58,0.319,12.5,0.0394,M-R relationship,0,1089.55,1273,89.76,,5633,0.91,0.94,0.261,1921.15,0.4911
3982,Kepler-730 b,Kepler-730,b,1,2,Transit,2016,0,6.49168281,0.0694,12.33,1.1,,,Msini,0,418.8,1219,86.96,,5620,1.41,1.05,0.236,1935.04,0.487243
3983,Kepler-730 c,Kepler-730,c,1,2,Transit,2018,0,2.85188338,0.03997,1.569,0.14,3.09,0.00971,M-R relationship,0,903.77,1607,83.81,,5620,1.41,1.05,0.236,1935.04,0.487243
3984,Kepler-731 b,Kepler-731,b,1,1,Transit,2016,0,3.85560355,0.0505,13.88,1.238,,,Msini,0,456.7,1212,87.96,,5849,1.06,1.03,0.035,1257.16,0.767755
3985,Kepler-732 b,Kepler-732,b,1,2,Transit,2016,0,9.46781405,0.0691,2.18,0.194,5.39,0.017,M-R relationship,0,8.56,407,89.85,,3631,0.46,0.49,-1.375,174.826,5.6912
3986,Kepler-732 c,Kepler-732,c,1,2,Transit,2016,0,0.89304124,0.0143,1.27,0.113,2.15,0.00678,M-R relationship,0,199.85,893,89.92,,3631,0.46,0.49,-1.375,174.826,5.6912
3987,Kepler-733 b,Kepler-733,b,1,1,Transit,2016,0,20.83424726,0.1483,2.82,0.252,8.35,0.0263,M-R relationship,0,24.51,595,89.63,,5418,0.86,0.9,-0.298,916.706,1.06253
3988,Kepler-734 b,Kepler-734,b,1,1,Transit,2016,0,6.10485286,0.0583,3.56,0.318,12.4,0.039,M-R relationship,0,89.25,784,89.78,,5326,0.78,0.85,0.374,1157.21,0.835647
3989,Kepler-735 b,Kepler-735,b,1,1,Transit,2016,0,11.51516988,0.0965,2.95,0.263,9.01,0.0283,M-R relationship,0,32.68,657,89.59,,5107,0.8,0.85,-0.517,695.059,1.41042
3990,Kepler-736 b,Kepler-736,b,1,1,Transit,2016,0,3.60147201,0.0428,2.93,0.261,8.91,0.028,M-R relationship,0,233.03,996,89.9,,5217,0.81,0.86,-0.35,1005.43,0.966426
3991,Kepler-737 b,Kepler-737,b,1,1,Transit,2016,0,28.59915399,0.1422,1.96,0.175,4.5,0.0142,M-R relationship,0,2.3,298,89.99,,3813,0.48,0.51,-1.301,205.118,4.84652
3992,Kepler-738 b,Kepler-738,b,1,1,Transit,2016,0,24.58721573,0.1552,2.5,0.223,6.8,0.0214,M-R relationship,0,27.64,530,89.02,,5327,0.82,0.86,-0.213,1113.65,0.869616
3993,Kepler-739 b,Kepler-739,b,1,1,Transit,2016,0,12.53248465,0.1054,3.32,0.296,11,0.0346,M-R relationship,0,115.96,775,87.96,,5601,0.9,0.93,0.018,1370.65,0.700983
3994,Kepler-74 b,Kepler-74,b,1,1,Transit,2013,0,7.340711,0.0781,10.76,0.96,200.22,0.63,Mass,0,337.68,1078,87.46,F8 V,6000,1.12,1.18,0.332,1177.55,0.820793
3995,Kepler-740 b,Kepler-740,b,1,1,Transit,2016,0,3.58410122,0.0462,4.57,0.408,18.9,0.0596,M-R relationship,0,432.87,1131,89.76,,5438,0.87,0.91,-0.123,1442.02,0.664861
3996,Kepler-741 b,Kepler-741,b,1,1,Transit,2016,0,7.03902374,0.0744,2.97,0.265,9.11,0.0287,M-R relationship,0,461.99,1051,89.94,,6129,1.24,1.16,0.332,1661.87,0.572806
3997,Kepler-742 b,Kepler-742,b,1,1,Transit,2016,0,8.36086824,0.0744,3.24,0.289,10.6,0.0332,M-R relationship,0,38.1,690,88.69,,4642,0.71,0.76,-0.692,489.253,2.0154
3998,Kepler-743 b,Kepler-743,b,2,1,Transit,2016,0,3.17926292,0.0418,1.21,0.108,1.92,0.00606,M-R relationship,0,397.25,1101,89.59,,5486,0.85,0.94,-0.176,278.987,3.55575
3999,Kepler-744 b,Kepler-744,b,1,1,Transit,2016,0,12.06222443,0.0993,1.62,0.145,3.26,0.0102,M-R relationship,0,62.95,750,89.47,,5594,0.93,0.94,-0.222,449.964,2.19381
4000,Kepler-745 b,Kepler-745,b,1,1,Transit,2016,0,9.93143556,0.0915,2.16,0.193,5.31,0.0167,M-R relationship,0,286.03,931,89.84,,5849,1.04,1.04,0.376,1780.38,0.533539
4001,Kepler-746 b,Kepler-746,b,1,1,Transit,2016,0,3.48159251,0.0435,1.11,0.099,1.41,0.00444,M-R relationship,0,421.61,1156,89.71,,5418,0.93,0.91,-0.172,450,1.2857742
4002,Kepler-747 b,Kepler-747,b,1,1,Transit,2016,0,35.61760587,0.1916,5.27,0.47,24.1,0.0759,M-R relationship,0,10.19,456,89.98,,5096,0.78,0.82,-0.432,3347.16,0.263333
4003,Kepler-748 b,Kepler-748,b,1,1,Transit,2016,0,7.40742793,0.0745,2.52,0.225,6.9,0.0217,M-R relationship,0,439.78,938,89.89,,5934,1.1,1.07,0.36,1705.99,0.558363
4004,Kepler-749 b,Kepler-749,b,1,1,Transit,2016,0,17.31716585,0.1054,3.1,0.277,9.8,0.0308,M-R relationship,0,24.63,454,88.8,,5009,0.75,0.79,-0.494,721.027,1.3602
4005,Kepler-75 b,Kepler-75,b,1,1,Transit,2013,0,8.8849116,0.0818,11.77,1.05,3209.9,10.1,Mass,0.57,106.48,767,89.12,K0 V,5200,0.89,0.91,-0.215,835.356,1.16891
4006,Kepler-750 b,Kepler-750,b,1,2,Transit,2016,0,9.42887179,0.093,3.07,0.274,9.64,0.0303,M-R relationship,0,255.74,1163,89.96,,6160,1.23,1.15,0.344,1296.02,0.742872
4007,Kepler-750 c,Kepler-750,c,1,2,Transit,2016,0,4.08899022,0.0533,1.62,0.145,3.26,0.0102,M-R relationship,0,778.59,1537,87.39,,6160,1.23,1.15,0.344,1296.02,0.742872
4008,Kepler-751 b,Kepler-751,b,1,1,Transit,2016,0,17.44490636,0.1263,2.46,0.219,6.62,0.0208,M-R relationship,0,39.01,679,86.98,,5387,0.84,0.87,-0.264,760.43,1.28666
4009,Kepler-752 b,Kepler-752,b,1,1,Transit,2016,0,18.82747265,0.1353,2.81,0.251,8.3,0.0261,M-R relationship,0,45.28,632,89.96,,5373,0.83,0.87,-0.125,1232.29,0.783987
4010,Kepler-753 b,Kepler-753,b,1,1,Transit,2016,0,5.74772501,0.054,1.91,0.17,4.31,0.0136,M-R relationship,0,41.67,641,88.33,,4346,0.65,0.68,-0.865,274.767,3.61071
4011,Kepler-754 b,Kepler-754,b,1,1,Transit,2016,0,14.5596237,0.116,2.01,0.179,4.7,0.0148,M-R relationship,0,216.47,758,89.93,,5935,1.08,1.06,0.416,1770.27,0.537199
4012,Kepler-755 b,Kepler-755,b,2,2,Transit,2016,0,1.26909037,0.0214,1.76,0.157,3.75,0.0118,M-R relationship,0,889.89,1331,86.18,,5043,0.77,0.82,-0.457,399.034,2.47725
4013,Kepler-755 c,Kepler-755,c,2,2,Transit,2016,0,2.85313364,0.0367,1.26,0.112,2.13,0.00669,M-R relationship,0,302.57,1016,86.37,,5043,0.77,0.82,-0.457,399.034,2.47725
4014,Kepler-756 b,Kepler-756,b,1,1,Transit,2016,0,1.22486632,0.0219,1.12,0.1,1.46,0.00459,M-R relationship,0,2174.33,1741,86.94,,5282,0.79,0.82,-0.358,852,0.5278727
4015,Kepler-757 b,Kepler-757,b,1,1,Transit,2016,0,1.02267882,0.019,1.36,0.121,2.42,0.00761,M-R relationship,0,3345.45,1734,89.81,,6014,1.13,1.08,0.16,1068.68,0.908228
4016,Kepler-758 b,Kepler-758,b,1,4,Transit,2016,0,12.1097104,0.1019,2.48,0.221,6.71,0.0211,M-R relationship,0,349.19,1005,81.62,,6228,1.42,1.16,0.563,1502.32,0.637163
4017,Kepler-758 c,Kepler-758,c,1,4,Transit,2016,0,4.75793986,0.0547,1.69,0.151,3.5,0.011,M-R relationship,0,1211.82,1372,84.31,,6228,1.42,1.16,0.563,1502.32,0.637163
4018,Kepler-758 d,Kepler-758,d,1,4,Transit,2016,0,20.4966197,0.1447,2.12,0.189,5.14,0.0162,M-R relationship,0,173.17,843,80.73,,6228,1.42,1.16,0.563,1502.32,0.637163
